91,000000000129,2
29,000000000256,2
26,000000000479,2
11,000000000696,1
51,000000000610,1
18,000000000213,2
88,000000000962,1
23,000000000923,2
12,000000000331,1
68,000000000006,2
47,000000000562,2
39,000000000524,2
50,000000000473,2
13,000000000151,3
94,000000000517,2
5,000000000538,3
10,000000000918,2
43,000000000449,2
51,000000000229,2
61,000000000517,3
93,000000000336,2
18,000000000116,2
59,000000000728,2
6,000000000749,3
78,000000000165,3
79,000000000216,3
22,000000000332,1
90,000000000456,3
92,000000000726,2
88,000000000005,2
89,000000000401,2
27,000000000507,3
8,000000000295,2
40,000000000873,2
98,000000000151,3
13,000000000455,2
46,000000000823,3
29,000000000019,2
15,000000000144,3
10,000000000209,1
9,000000000528,1
12,000000000950,2
69,000000000943,2
66,000000000585,1
99,000000000255,1
84,000000000122,1
24,000000000078,3
70,000000000638,2
4,000000000107,1
44,000000000592,2
58,000000000464,3
29,000000000116,1
5,000000000177,1
15,000000000099,3
38,000000000628,3
46,000000000088,3
25,000000000533,1
84,000000000260,1
20,000000000295,1
2,000000000146,3
4,000000000984,3
8,000000000907,3
14,000000000313,2
15,000000000643,1
75,000000000357,3
69,000000000081,2
39,000000000773,1
88,000000000925,3
96,000000000715,3
85,000000000527,3
52,000000000345,2
74,000000000452,3
28,000000000856,3
93,000000000695,1
95,000000000964,3
27,000000000143,2
56,000000000250,1
98,000000000621,3
5,000000000480,2
15,000000000980,1
21,000000000695,2
81,000000001000,2
37,000000000699,2
91,000000000809,2
55,000000000759,1
56,000000000359,2
5,000000000740,1
51,000000000920,2
88,000000000951,1
21,000000000559,2
93,000000000482,3
94,000000000920,2
39,000000000258,3
78,000000000639,2
27,000000000402,3
19,000000000608,2
82,000000000672,2
12,000000000207,1
32,000000000556,3
47,000000000233,2
67,000000000357,2
93,000000000605,2
82,000000000745,1
98,000000000645,1
29,000000000864,1
54,000000000576,1
87,000000000548,1
41,000000000958,3
27,000000000257,3
64,000000000247,3
70,000000000217,3
94,000000000557,1
47,000000000524,3
29,000000000720,1
26,000000000620,2
52,000000000817,3
83,000000000863,1
57,000000000479,3
84,000000000661,3
37,000000000511,3
53,000000000491,2
2,000000000110,1
17,000000000018,2
12,000000000981,2
56,000000000203,1
68,000000000560,3
74,000000000612,1
83,000000000251,1
31,000000000871,3
63,000000000025,3
69,000000000897,1
58,000000000973,2
67,000000000248,2
58,000000000236,2
79,000000000653,2
73,000000000044,1
62,000000000488,3
8,000000000165,1
21,000000000512,3
32,000000000146,1
3,000000000975,1
99,000000000905,2
37,000000000823,3
95,000000000948,1
90,000000000642,3
38,000000000530,3
39,000000000102,3
93,000000000974,3
38,000000000994,3
93,000000000756,3
27,000000000841,1
93,000000000513,2
14,000000000024,1
31,000000000234,2
19,000000000514,3
35,000000000827,3
34,000000000226,3
93,000000000090,1
31,000000000371,2
2,000000000264,1
84,000000000196,3
99,000000000099,3
15,000000000622,3
16,000000000372,2
49,000000000368,1
35,000000000122,2
12,000000000176,3
23,000000000386,2
97,000000000803,2
82,000000000123,1
15,000000000219,2
10,000000000468,3
74,000000000044,1
13,000000000070,2
52,000000000527,1
49,000000000119,1
40,000000000583,2
20,000000000278,3
52,000000000535,2
83,000000000797,1
9,000000000910,2
81,000000000887,1
93,000000000446,1
53,000000000568,2
20,000000000730,1
73,000000000936,3
1,000000000328,1
45,000000000290,1
3,000000000477,3
26,000000000769,1
71,000000000608,3
80,000000000028,2
76,000000000192,1
60,000000000294,2
95,000000000444,2
49,000000000693,2
80,000000000329,3
71,000000000359,2
33,000000000052,1
71,000000000586,2
20,000000000105,3
38,000000000536,2
97,000000000058,2
33,000000000509,1
16,000000000664,3
55,000000000506,1
64,000000000595,1
86,000000000411,3
4,000000000504,2
85,000000000092,2
38,000000000187,1
28,000000000974,2
29,000000000287,2
65,000000000379,1
94,000000000509,2
6,000000000651,1
17,000000000195,3
23,000000000842,2
6,000000000541,3
19,000000000551,2
95,000000000521,2
67,000000000511,2
47,000000000491,1
31,000000000244,2
88,000000000978,1
5,000000000455,2
85,000000000315,2
73,000000000892,3
70,000000000328,3
13,000000000553,2
78,000000000989,2
41,000000000152,1
1,000000000560,2
76,000000000819,3
25,000000000546,3
58,000000000974,3
55,000000000487,3
91,000000000754,1
56,000000000655,2
95,000000000141,2
33,000000000968,1
52,000000000301,3
69,000000000937,3
85,000000000739,3
98,000000000498,2
24,000000000129,1
9,000000000132,2
40,000000000719,1
35,000000000295,2
40,000000000459,1
66,000000000031,3
33,000000000746,3
53,000000000629,3
59,000000000264,2
64,000000000137,1
34,000000000023,3
43,000000000066,3
4,000000000370,1
41,000000000347,1
65,000000000596,1
29,000000000351,2
65,000000000294,2
79,000000000237,3
42,000000000444,3
14,000000000908,1
64,000000000902,1
11,000000000956,1
70,000000000263,3
72,000000000420,2
99,000000000053,1
80,000000000983,2
92,000000000018,2
74,000000000610,3
86,000000000963,1
58,000000000359,3
70,000000000555,3
6,000000000459,2
82,000000000206,2
26,000000000935,1
2,000000000134,3
98,000000000682,2
24,000000000333,3
18,000000000043,2
62,000000000470,3
20,000000000931,3
45,000000000982,1
8,000000000709,3
5,000000000635,3
73,000000000815,2
45,000000000854,1
78,000000000085,2
35,000000000164,2
87,000000000491,2
25,000000000588,3
60,000000000432,3
15,000000000517,3
34,000000000207,2
35,000000000957,1
10,000000000996,2
31,000000000004,3
75,000000000802,2
30,000000000251,2
52,000000000921,2
61,000000000889,2
93,000000000632,2
37,000000000155,1
14,000000000275,2
79,000000000132,2
77,000000000376,2
11,000000000156,2
53,000000000574,3
93,000000000187,3
67,000000000294,2
71,000000000428,2
61,000000000763,2
96,000000000822,1
46,000000000967,2
47,000000000345,1
8,000000000394,3
81,000000000074,3
2,000000000049,1
36,000000000954,1
72,000000000090,3
2,000000000555,3
25,000000000240,3
22,000000000744,2
69,000000000541,3
67,000000000641,2
96,000000000336,3
32,000000000826,1
57,000000000962,1
3,000000000156,3
94,000000000929,3
54,000000000151,2
98,000000000432,1
62,000000000947,3
27,000000000398,1
49,000000000697,3
73,000000000237,3
56,000000000937,1
68,000000000307,3
47,000000000279,1
15,000000000164,3
33,000000000289,3
82,000000000198,2
16,000000000803,2
79,000000000817,2
69,000000000747,3
41,000000000421,1
94,000000000676,2
26,000000000325,3
25,000000000691,3
27,000000000917,3
58,000000000660,2
62,000000000623,1
50,000000000372,1
64,000000000232,1
12,000000000302,3
32,000000000680,3
89,000000000390,1
31,000000000350,3
24,000000000582,2
68,000000000124,1
43,000000000758,2
34,000000000465,2
65,000000000161,2
48,000000000849,2
56,000000000989,1
87,000000000316,1
8,000000000981,3
14,000000000290,3
16,000000000188,3
25,000000000872,1
42,000000000134,2
10,000000000564,1
69,000000000294,3
90,000000000988,1
75,000000000724,1
66,000000000980,3
82,000000000245,1
45,000000000725,1
56,000000000715,2
21,000000000487,1
70,000000000045,2
13,000000000081,2
29,000000000264,1
57,000000000327,3
97,000000000303,2
24,000000000997,1
45,000000000061,3
81,000000000026,3
72,000000000287,2
36,000000000652,1
78,000000000972,2
76,000000000413,3
82,000000000463,2
16,000000000029,3
58,000000000467,2
13,000000000727,1
29,000000000094,1
10,000000000696,3
16,000000000990,2
81,000000000882,2
60,000000000380,2
67,000000000388,1
58,000000000197,1
63,000000000952,1
21,000000000520,3
88,000000000979,2
46,000000000540,1
37,000000000710,2
8,000000000190,3
37,000000000273,1
94,000000000187,3
83,000000000324,3
43,000000000827,2
25,000000000975,2
53,000000000085,1
63,000000000271,2
18,000000000809,2
2,000000000453,3
70,000000000197,2
24,000000000088,2
80,000000000324,3
74,000000000510,2
72,000000000872,3
68,000000000384,1
74,000000000747,2
48,000000000245,3
84,000000000397,1
89,000000000378,1
27,000000000383,2
69,000000000094,1
43,000000000820,1
18,000000000652,1
33,000000000919,2
77,000000000977,2
23,000000000550,1
28,000000000106,3
80,000000000718,1
35,000000000274,1
66,000000000338,2
52,000000000793,1
43,000000000944,3
89,000000000052,2
24,000000000806,3
95,000000000508,1
14,000000000181,1
52,000000000083,3
9,000000000279,3
22,000000000114,2
60,000000000719,1
92,000000000657,2
23,000000000525,1
49,000000000542,2
29,000000000858,3
47,000000000257,1
64,000000000966,2
6,000000000741,3
41,000000000357,2
76,000000000314,3
50,000000000713,3
30,000000000919,3
52,000000000735,3
58,000000000921,2
43,000000000789,1
27,000000000160,3
78,000000000668,3
41,000000000404,3
43,000000000630,1
54,000000000708,1
60,000000000855,2
46,000000000349,3
12,000000000217,3
99,000000000293,1
83,000000000126,2
76,000000000325,2
19,000000000053,3
78,000000000556,3
49,000000000382,1
68,000000000442,2
87,000000000818,2
81,000000000329,1
41,000000000543,2
60,000000000212,2
89,000000000479,3
57,000000000197,1
6,000000000739,2
73,000000000568,2
91,000000000519,2
54,000000000592,1
75,000000000566,3
20,000000000515,3
61,000000000002,1
50,000000000609,1
90,000000000207,1
2,000000000130,1
24,000000000891,2
39,000000000632,2
24,000000000444,3
59,000000000095,3
89,000000000762,3
59,000000000097,2
46,000000000078,2
24,000000000376,3
56,000000000670,1
2,000000000883,1
24,000000000408,3
78,000000000118,3
48,000000001000,2
27,000000000185,2
21,000000000384,2
55,000000000330,1
17,000000000092,1
79,000000000864,3
98,000000000785,2
66,000000000706,1
4,000000000438,3
10,000000000643,2
80,000000000908,2
76,000000000667,3
60,000000000634,2
4,000000000050,1
38,000000000613,2
59,000000000287,2
5,000000000586,2
67,000000000668,3
50,000000000888,2
73,000000000394,1
40,000000000759,3
75,000000000329,1
2,000000000630,3
17,000000000380,3
75,000000000949,3
62,000000000977,1
20,000000000712,2
51,000000000445,2
15,000000000049,3
52,000000000805,1
35,000000000035,3
37,000000000227,2
43,000000000817,2
84,000000000767,3
70,000000000238,3
50,000000000392,2
33,000000000520,3
55,000000000536,3
59,000000000963,2
42,000000000265,2
96,000000000914,2
69,000000000079,1
15,000000000573,1
62,000000000467,1
83,000000000207,3
9,000000000538,2
5,000000000896,3
83,000000000633,1
45,000000000643,2
88,000000000637,3
73,000000000009,2
29,000000000007,3
91,000000000313,1
28,000000000553,1
65,000000000675,1
81,000000000572,3
24,000000000546,2
60,000000000978,2
78,000000000559,2
58,000000000909,3
77,000000000277,1
47,000000000987,3
4,000000000563,3
18,000000000381,2
36,000000000332,3
17,000000000699,1
3,000000000812,3
4,000000000515,1
87,000000000598,2
91,000000000405,1
32,000000000707,1
98,000000000330,3
34,000000000390,2
76,000000000559,1
93,000000000819,3
39,000000000719,3
6,000000000238,2
97,000000000452,3
94,000000000032,2
8,000000000062,3
64,000000000397,3
40,000000000741,2
7,000000000037,2
86,000000000663,2
69,000000000569,3
17,000000000573,2
76,000000000441,3
76,000000000999,1
92,000000000286,3
70,000000000296,1
39,000000000741,1
86,000000000234,1
32,000000000788,3
28,000000000831,3
65,000000000444,1
3,000000000212,1
66,000000000295,1
38,000000000465,3
50,000000000665,2
19,000000000046,1
66,000000000331,2
55,000000000929,3
40,000000000615,1
96,000000000016,2
36,000000000797,1
71,000000000851,2
99,000000000019,3
3,000000000835,3
94,000000000842,3
41,000000000217,2
79,000000000805,2
29,000000000861,1
56,000000000037,1
44,000000000590,2
75,000000000382,1
65,000000000384,2
63,000000000379,2
73,000000000037,2
59,000000000703,2
68,000000000663,3
3,000000000568,1
48,000000000069,1
15,000000000764,1
6,000000000981,3
4,000000000858,3
75,000000000464,2
3,000000000170,1
54,000000000025,2
21,000000000829,1
85,000000000807,1
29,000000000837,2
11,000000000700,1
12,000000000762,1
51,000000000555,1
86,000000000301,3
75,000000000215,1
88,000000000267,2
78,000000000574,3
31,000000000278,1
14,000000000620,3
33,000000000343,3
52,000000000454,2
31,000000000019,1
3,000000000530,3
98,000000000671,1
35,000000000114,1
4,000000000906,1
89,000000000609,3
48,000000000533,1
53,000000000215,1
7,000000000387,1
27,000000000883,3
63,000000000372,2
3,000000000353,1
85,000000000142,2
56,000000000536,3
56,000000000851,3
20,000000000142,1
47,000000000348,2
3,000000000362,2
17,000000000719,2
26,000000000638,3
33,000000000814,2
81,000000000924,2
3,000000000877,2
77,000000000438,2
83,000000000279,1
59,000000000958,3
77,000000000605,2
39,000000000691,3
58,000000000719,2
49,000000000968,2
8,000000000127,1
51,000000000114,1
38,000000000113,3
5,000000000762,2
93,000000000292,1
73,000000000755,1
66,000000000272,3
8,000000000510,1
55,000000001000,2
1,000000000560,1
35,000000000646,3
19,000000000014,3
45,000000000043,3
38,000000000453,2
41,000000000027,1
8,000000000684,1
37,000000000611,2
17,000000000097,2
79,000000000040,2
29,000000000329,3
27,000000000681,1
29,000000000161,3
40,000000000155,2
83,000000000702,2
21,000000000911,1
49,000000000999,1
59,000000000448,3
46,000000000521,1
22,000000000427,3
50,000000000370,2
8,000000000958,1
57,000000000773,2
94,000000000832,3
70,000000000140,2
9,000000000729,3
6,000000000186,2
49,000000000708,1
3,000000000165,2
58,000000000875,2
54,000000000238,1
22,000000000367,2
93,000000000021,2
85,000000000849,3
16,000000000238,1
71,000000000577,2
76,000000000100,1
5,000000000303,1
80,000000000977,1
94,000000000687,3
99,000000000255,2
78,000000000850,3
70,000000000125,2
53,000000000954,3
19,000000000522,3
8,000000000747,1
59,000000000517,1
50,000000000398,1
62,000000000727,1
75,000000000989,2
15,000000000940,2
22,000000000124,3
36,000000000556,2
60,000000000513,1
67,000000000931,3
99,000000000108,3
59,000000000458,3
22,000000000589,3
36,000000000944,3
19,000000000828,1
4,000000000274,1
99,000000000254,3
85,000000000293,3
63,000000000719,3
4,000000000895,3
72,000000000954,2
48,000000000151,3
5,000000000653,3
97,000000000288,1
76,000000000751,3
70,000000000169,1
48,000000000988,2
90,000000000588,2
28,000000000247,3
58,000000000756,3
22,000000000281,3
36,000000000323,3
92,000000000213,1
46,000000000777,3
73,000000000210,1
39,000000000112,2
2,000000000690,1
81,000000000939,2
18,000000000473,2
19,000000000580,2
36,000000000002,3
36,000000000071,1
45,000000000929,1
80,000000000791,3
41,000000000278,2
2,000000000214,1
72,000000000017,2
41,000000000872,2
98,000000000977,1
29,000000000567,3
60,000000000504,3
70,000000000863,3
68,000000000357,2
24,000000000964,3
10,000000000541,1
49,000000000533,1
46,000000000779,3
26,000000000716,2
41,000000000884,2
46,000000000638,2
87,000000000478,2
15,000000000044,1
47,000000000773,3
77,000000000440,3
42,000000000950,2
44,000000000492,2
25,000000000009,1
33,000000000757,3
23,000000000405,3
24,000000000396,2
96,000000000937,3
40,000000000784,2
7,000000000783,3
78,000000000592,1
26,000000000303,3
15,000000000660,2
25,000000000516,3
43,000000000208,3
88,000000000134,3
4,000000000203,2
74,000000000691,1
98,000000000534,3
80,000000000851,2
81,000000000612,1
11,000000000889,1
46,000000000769,2
64,000000000474,3
58,000000000491,3
24,000000000613,2
80,000000000070,2
20,000000000862,3
77,000000000734,3
86,000000000830,1
79,000000000715,2
5,000000000501,3
33,000000000218,2
97,000000000793,3
53,000000000205,2
31,000000000871,1
3,000000000977,2
44,000000000788,1
81,000000000300,3
33,000000000821,2
7,000000000074,1
18,000000000250,3
33,000000000858,1
32,000000000888,1
74,000000000630,1
28,000000000836,2
77,000000000276,2
1,000000000993,2
37,000000000039,2
48,000000000886,3
62,000000000544,1
36,000000000244,1
15,000000000138,2
47,000000000684,3
31,000000000823,3
15,000000000727,3
66,000000000409,3
83,000000000527,2
29,000000000895,1
36,000000000445,3
62,000000000083,3
21,000000000333,3
60,000000000208,1
32,000000000361,3
98,000000000401,1
50,000000000755,3
10,000000000587,3
9,000000000216,1
77,000000000950,3
4,000000000180,3
26,000000000764,1
81,000000000645,1
21,000000000040,1
18,000000000254,3
2,000000000111,3
96,000000000416,2
50,000000000649,3
46,000000000356,2
17,000000000150,2
6,000000000952,2
16,000000000574,1
98,000000000268,3
68,000000000827,2
69,000000000323,3
44,000000000765,2
62,000000000302,2
13,000000000360,3
85,000000000744,2
74,000000000144,1
8,000000000543,2
74,000000000584,1
85,000000000128,3
17,000000000117,3
43,000000000620,2
64,000000000716,1
35,000000000129,3
22,000000000501,2
66,000000000142,3
93,000000000659,1
24,000000000382,2
97,000000000339,2
15,000000000829,3
70,000000000457,2
77,000000000232,2
54,000000000013,2
78,000000000409,2
9,000000000567,3
89,000000000505,3
12,000000000377,2
61,000000000462,1
77,000000000415,3
67,000000000084,2
45,000000000646,3
10,000000000307,2
29,000000000826,1
55,000000000147,3
52,000000000745,1
3,000000000337,3
42,000000000136,1
40,000000000267,2
86,000000000680,3
23,000000000146,2
82,000000000370,2
28,000000000011,3
20,000000000742,2
94,000000000614,2
15,000000000941,2
72,000000000708,3
23,000000000838,1
86,000000000875,2
15,000000000390,1
67,000000000173,1
19,000000000296,3
4,000000000934,1
88,000000000339,3
9,000000000683,1
60,000000000725,3
99,000000000029,1
7,000000000146,3
39,000000000652,1
58,000000000948,3
92,000000000281,2
61,000000000822,3
34,000000000968,1
82,000000000615,1
22,000000000082,2
77,000000000389,2
97,000000000201,2
50,000000000112,1
16,000000000725,1
78,000000000894,1
4,000000000163,3
14,000000000999,1
51,000000000850,1
29,000000000654,2
77,000000000769,3
20,000000000588,3
97,000000000711,2
84,000000000393,3
18,000000000898,1
83,000000000230,3
14,000000000588,3
17,000000000613,3
5,000000000593,2
54,000000000717,3
3,000000000820,1
53,000000000223,1
67,000000000076,3
69,000000000157,1
20,000000000249,3
24,000000000250,2
88,000000000287,3
18,000000000933,3
51,000000000957,3
77,000000000722,2
3,000000000752,2
24,000000000799,2
32,000000000715,2
16,000000000670,3
36,000000000629,3
44,000000000662,2
73,000000000222,2
97,000000000441,1
51,000000000438,2
84,000000000147,1
71,000000000864,1
87,000000000764,1
26,000000000502,2
8,000000000826,1
42,000000000639,1
91,000000000258,1
9,000000000715,3
75,000000000978,3
93,000000000798,3
68,000000000898,3
77,000000000267,1
17,000000000213,1
44,000000000777,3
43,000000000597,3
83,000000000454,2
85,000000000014,3
43,000000000273,3
46,000000000841,3
88,000000000680,2
44,000000000677,3
55,000000000519,3
19,000000000235,1
34,000000000044,1
57,000000000165,3
54,000000000437,3
32,000000000836,1
76,000000000290,2
37,000000000788,3
54,000000000341,1
6,000000000039,1
49,000000000003,3
7,000000000353,3
65,000000000399,2
19,000000000574,2
49,000000000937,2
86,000000000616,2
88,000000000721,2
78,000000000994,2
91,000000000306,2
52,000000000728,2
6,000000000257,1
95,000000000010,1
67,000000000831,2
84,000000000211,2
11,000000000706,1
93,000000000783,1
97,000000000764,1
81,000000000887,3
90,000000000001,3
14,000000000627,3
88,000000000579,2
62,000000000870,1
57,000000000297,1
57,000000000879,1
59,000000000369,1
51,000000000863,1
72,000000000645,3
20,000000000063,3
67,000000000422,2
27,000000000501,1
66,000000000554,3
96,000000000928,3
46,000000000274,1
52,000000000607,2
85,000000000583,2
38,000000000893,3
53,000000000891,2
34,000000000825,1
31,000000000380,1
71,000000000601,3
55,000000000894,3
49,000000000836,1
34,000000000198,1
61,000000000962,3
17,000000000801,1
61,000000000263,2
36,000000000722,2
79,000000000600,1
85,000000000341,2
45,000000000216,3
22,000000000196,2
67,000000000124,2
64,000000000820,1
78,000000000786,2
86,000000000797,3
93,000000000226,3
93,000000000022,1
90,000000000257,3
33,000000000542,3
19,000000000792,2
8,000000000648,1
1,000000000100,2
75,000000000814,2
91,000000000443,3
91,000000000533,3
75,000000000291,3
77,000000000094,2
64,000000000172,2
27,000000000098,1
6,000000000317,1
71,000000000619,2
85,000000000451,1
15,000000000390,2
98,000000000603,1
3,000000000242,2
63,000000000320,1
77,000000000095,3
6,000000000094,2
30,000000000245,2
62,000000000676,1
83,000000000921,2
69,000000000979,3
68,000000000238,1
23,000000000223,3
81,000000000772,3
76,000000000749,2
42,000000000606,2
77,000000000508,3
90,000000000384,3
64,000000000087,1
45,000000000997,1
22,000000000163,2
24,000000000304,2
34,000000000610,2
31,000000000462,3
41,000000000220,3
67,000000000698,1
17,000000000073,2
59,000000000126,1
73,000000000949,1
19,000000000398,1
78,000000000299,3
86,000000000949,1
21,000000000855,3
30,000000000062,2
80,000000000376,2
70,000000000318,2
95,000000000053,2
15,000000000639,3
90,000000000537,2
60,000000000960,2
88,000000000395,1
60,000000000221,1
4,000000000265,1
44,000000000171,2
11,000000000256,2
6,000000000612,1
4,000000000333,3
72,000000000497,1
26,000000000141,1
98,000000000121,3
8,000000000526,2
21,000000000677,1
42,000000000884,2
35,000000000741,2
56,000000000693,1
30,000000000657,2
71,000000000059,2
14,000000000108,3
57,000000000136,2
1,000000000496,2
86,000000000255,3
98,000000000695,2
69,000000000533,2
47,000000000360,2
26,000000000240,2
86,000000000880,2
51,000000000506,3
67,000000000219,3
36,000000000062,3
72,000000000934,2
71,000000000388,1
62,000000000904,1
30,000000000518,2
37,000000000562,3
84,000000000844,3
17,000000000364,1
8,000000000045,1
55,000000000546,1
83,000000000133,2
56,000000000084,3
61,000000000812,1
78,000000000043,1
92,000000000103,1
35,000000000892,1
32,000000000880,1
97,000000000048,3
24,000000000498,1
34,000000000110,1
65,000000000724,2
61,000000000923,3
51,000000000702,2
63,000000000706,2
84,000000000640,1
60,000000000576,2
79,000000000549,2
51,000000000126,3
58,000000000510,3
59,000000000639,2
59,000000000589,2
14,000000000581,1
53,000000000073,2
81,000000000411,3
28,000000000019,3
7,000000000301,2
69,000000000951,2
59,000000000385,3
77,000000000674,3
16,000000000672,2
30,000000000582,3
30,000000000638,1
52,000000000284,1
30,000000000073,1
79,000000000633,3
10,000000000572,1
33,000000000339,2
63,000000000146,1
32,000000000504,2
52,000000000329,1
71,000000000106,2
3,000000000758,1
28,000000000055,3
34,000000000389,2
78,000000000302,3
53,000000000849,2
51,000000000491,3
97,000000000618,1
67,000000000826,1
67,000000000698,3
86,000000000240,3
19,000000000816,1
42,000000000465,2
96,000000000785,3
37,000000000135,1
85,000000000469,3
55,000000000055,3
17,000000000351,2
33,000000000628,2
66,000000000656,2
37,000000000014,2
9,000000000901,3
45,000000000806,3
23,000000000341,2
74,000000000344,1
63,000000000457,3
10,000000000173,2
58,000000000999,2
58,000000000349,1
51,000000000909,1
21,000000000112,3
85,000000000269,3
58,000000000611,1
92,000000000986,2
87,000000000264,1
89,000000000802,3
69,000000000034,2
49,000000000611,2
53,000000000941,2
10,000000000579,1
49,000000000690,2
99,000000000630,1
43,000000000168,3
99,000000000143,2
48,000000000446,1
78,000000000352,3
52,000000000218,2
94,000000000944,2
74,000000000247,3
95,000000000728,3
64,000000000613,1
75,000000000120,1
41,000000000663,1
81,000000000352,2
75,000000000960,1
85,000000000355,1
28,000000000163,2
9,000000000639,1
56,000000000201,1
16,000000000314,3
41,000000000554,1
50,000000000686,2
62,000000000592,2
6,000000000673,2
40,000000000180,1
74,000000000922,3
65,000000000113,2
71,000000000642,2
37,000000000162,1
19,000000000164,2
36,000000000864,2
98,000000000425,2
37,000000000588,2
99,000000000495,2
20,000000000116,1
45,000000000511,1
90,000000000702,2
73,000000000650,3
38,000000000383,3
17,000000000454,1
5,000000000167,3
67,000000000355,2
49,000000000321,1
60,000000000434,1
38,000000000851,3
49,000000000271,3
65,000000000568,3
63,000000000516,3
86,000000000643,1
72,000000000543,2
7,000000000665,3
36,000000000928,2
12,000000000803,2
28,000000000492,1
99,000000000184,3
94,000000000852,1
70,000000000280,1
12,000000000733,3
76,000000000105,1
82,000000000429,1
48,000000000632,1
85,000000000840,1
65,000000000927,3
9,000000000038,1
18,000000000690,3
32,000000000764,2
94,000000000879,3
96,000000000298,1
37,000000000009,3
49,000000000092,1
13,000000000037,2
38,000000000117,2
45,000000000813,2
23,000000000801,1
17,000000000690,3
50,000000000140,3
58,000000000903,3
97,000000000992,2
69,000000000385,2
93,000000000998,1
44,000000000344,2
74,000000000990,2
25,000000000687,3
29,000000000038,3
91,000000000356,3
88,000000000840,3
56,000000000911,1
22,000000000276,1
80,000000000329,1
26,000000000171,1
40,000000000156,2
37,000000000145,1
48,000000000363,2
74,000000000854,1
37,000000000688,3
42,000000000724,2
56,000000000999,3
73,000000000848,2
83,000000000032,3
31,000000000209,2
50,000000000736,1
13,000000000952,3
4,000000000153,3
72,000000000319,2
47,000000000704,2
55,000000000761,1
42,000000000024,3
2,000000000292,2
31,000000000824,3
93,000000000892,3
2,000000000516,1
22,000000000763,2
40,000000000663,3
57,000000000408,3
99,000000000325,2
67,000000000354,3
2,000000000378,2
58,000000000696,3
24,000000000565,1
98,000000000710,2
60,000000000531,3
75,000000000584,1
6,000000000201,3
28,000000000723,3
76,000000000618,2
3,000000000482,3
11,000000000580,1
85,000000000776,1
83,000000000482,2
88,000000000738,2
62,000000000890,3
20,000000000056,1
16,000000000627,2
13,000000000251,2
59,000000000938,1
81,000000000256,3
31,000000000471,1
21,000000000992,3
33,000000000873,2
37,000000000958,1
15,000000000355,1
3,000000000970,1
29,000000000841,1
86,000000000804,1
55,000000000614,3
94,000000000057,2
97,000000000904,1
