URL: /califirnew, Método: GET, Tiempo de respuesta: 155.4101ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4824ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4014ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2481ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8054ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5516ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.1226ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2607ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5075ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2095ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4066ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.8868ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2689ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7147ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5906ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 25.4582ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.8834ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.3491ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9146ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.8337ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.935ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.491ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1634ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4287ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.713ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.956ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6275ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6896ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.567ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4627ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8012ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3184ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2644ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5317ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.3242ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9149ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0065ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.6975ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0652ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5153ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6619ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.7926ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0636ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2477ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0096ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5997ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3808ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7116ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5009ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4921ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.7493ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7314ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4586ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0418ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1032ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8191ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1518ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5935ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.843ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9865ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5376ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3565ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5928ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1219ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5787ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1365ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0584ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4026ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3179ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2664ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 31.4892ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.225ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.8022ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.6414ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0222ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7104ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 24.5937ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.7463ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9966ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.2653ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.1168ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.0013ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4207ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2564ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8644ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.9947ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1945ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.7091ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1707ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1715ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.5299ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.6613ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4129ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1344ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2487ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6438ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.3753ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5135ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.8706ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.4853ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9798ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9788ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8228ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.8942ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0879ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 24.1315ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.2356ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.8446ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.8319ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.986ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.2125ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.8842ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.6598ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8152ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.8501ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 26.8872ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 24.497ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.5956ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.9733ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 24.0138ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4872ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.783ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9351ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.7908ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.5018ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.2244ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.6346ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7321ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2989ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.77ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.6974ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4948ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3937ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.3357ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4682ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 24.3815ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 24.07ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.5059ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5495ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9583ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9388ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.5383ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.6932ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1002ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0365ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 18.6817ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0226ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7476ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.3346ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.4219ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 18.7722ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7511ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2369ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2347ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1509ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6566ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.125ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9138ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.1267ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.131ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8238ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.5809ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8685ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.8538ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7993ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1392ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5028ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.874ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8626ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.0036ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5129ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5062ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4179ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.3705ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7227ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8274ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9842ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2948ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.3595ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2792ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4451ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7584ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0281ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0098ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3626ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1102ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.8095ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6335ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5927ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7924ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2873ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1419ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1926ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7108ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2327ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7227ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.398ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.3663ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.1263ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9572ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.8459ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.2022ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1964ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.7003ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.429ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2523ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.0114ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 24.2319ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3421ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2926ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.6745ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1976ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.134ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.4109ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 24.1916ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.1375ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4927ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7302ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.9774ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.8573ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.6558ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9254ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.2268ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0241ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.2024ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.354ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0351ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.1715ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.0761ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9778ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.3622ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.5662ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 25.7006ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 27.1718ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 25.8038ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.1174ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.098ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4942ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1104ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.498ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.5318ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7843ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.0284ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.8885ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.7612ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8874ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2889ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9526ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.3392ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9343ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.1767ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.7573ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9059ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9364ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.9623ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.4547ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4134ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4592ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5777ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0711ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.7742ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4236ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5166ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5399ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.5699ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4043ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.943ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3956ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.5812ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.5923ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3748ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6208ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2413ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.7204ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4788ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8287ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.896ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.5146ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6573ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6159ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5735ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.2794ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 24.0155ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8685ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.0369ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 23.3296ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.8241ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8195ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.606ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.7266ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2361ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1657ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.984ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.5744ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.9334ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.7667ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5457ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5633ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3396ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.861ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8203ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.985ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3592ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4095ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.6811ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.0757ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.061ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.8733ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8326ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1555ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4953ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.2744ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8166ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5152ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.8208ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 18.8312ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4373ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.872ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.3763ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.5374ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.646ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.2698ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.3578ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 22.0122ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.4755ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.1706ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 19.3149ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.1799ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.4025ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8714ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 20.8889ms
URL: /update_calfir, Método: POST, Tiempo de respuesta: 21.6262ms
